Category,URL,brand,name,price,skin_type,skin_concern,rating
moisturiser,https://www.sephora.my/products/dior-hydra-life-deep-hydration-sorbet-water-essence,DIOR,Hydra Life Deep Hydration Sorbet Water Essence,RM278.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Firmness & Elasticity, Uneven Skin Tone",0
moisturiser,https://www.sephora.my/products/herbivore-botanicals-rose-hibiscus-hydrating-face-mist/v/60ml,HERBIVORE BOTANICALS,Rose Hibiscus Hydrating Face Mist,RM73.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",4
moisturiser,https://www.sephora.my/products/sulwhasoo-essential-firming-cream-ex-moisturiser,SULWHASOO,Essential Firming Cream EX Moisturiser,RM380.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dryness, Firmness & Elasticity",0
moisturiser,https://www.sephora.my/products/caudalie-vinoperfect-dark-spot-correcting-moisturizer,CAUDALIE,Vinoperfect Dark Spot Correcting Moisturizer • 50ml,RM219.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Pigmentation & Dark Spots, Uneven Skin Texture, Uneven Skin Tone",3.5
moisturiser,https://www.sephora.my/products/pixi-rose-flash-balm,PIXI,Rose Flash Balm,RM120.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Oiliness,3.5
moisturiser,https://www.sephora.my/products/clinique-dramatically-different-oil-free-gel,CLINIQUE,Dramatically Different Oil-Free Gel,RM54.00,"Skin Type: Combination, Normal, Oily, Sensitive",Dryness,4.5
moisturiser,https://www.sephora.my/products/pixi-hydrating-milky-mist,PIXI,Hydrating Milky Mist,RM70.00,"Skin Type: Combination, Dry, Normal, Oily",Dryness,4.5
moisturiser,https://www.sephora.my/products/dior-capture-totale-cell-energy-firming-and-wrinkle-correcting-creme,DIOR,Capture Totale C.E.L.L. ENERGY Firming & Wrinkle-Correcting Crème • 50ml,RM415.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity",0
moisturiser,https://www.sephora.my/products/biossance-squalane-plus-omega-repair-cream,BIOSSANCE,Squalane + Omega Repair Cream,RM262.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Firmness & Elasticity",4
moisturiser,https://www.sephora.my/products/sephora-collection-firming-day-cream,SEPHORA COLLECTION,Firming Day Cream,RM120.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity",3.5
moisturiser,https://www.sephora.my/products/estee-lauder-nutritious-micro-algae-pore-minimizing-hydra-lotion,ESTÉE LAUDER,Nutritious Micro-Algae Pore Minimizing Hydra Lotion,RM235.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Visible Pores",4
moisturiser,https://www.sephora.my/products/dr-dennis-gross-hyaluronic-marine-moisture-cushion,DR. DENNIS GROSS,Hyaluronic Marine Moisture Cushion,RM260.00,"Skin Type: Combination, Dry, Normal, Oily","Dullness, Firmness & Elasticity, Uneven Skin Texture",0
moisturiser,https://www.sephora.my/products/mario-badescu-orange-protective-cream,MARIO BADESCU,Orange Protective Cream,RM95.00,"Skin Type: Combination, Dry, Sensitive","Dryness, Dullness",3.5
moisturiser,https://www.sephora.my/products/alpha-h-protection-plus-daily-spf-50-plus/v/protection-plus-daily-spf-50,ALPHA-H,Protection Plus Daily SPF 50+ • 50ml,RM179.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",,4
masks-and-treatments,https://www.sephora.my/products/fresh-rose-deep-hydration-sleeping-mask/v/70ml,FRESH,Rose Deep Hydration Sleeping Mask,RM235.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",4.5
masks-and-treatments,https://www.sephora.my/products/dr-jart-mask-water-jet-vital-hydra-solution/v/5-sheets,DR. JART+,Dermask Vital Hydra Solution Facial Mask,RM100.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Uneven Skin Texture",4
masks-and-treatments,https://www.sephora.my/products/dr-roebucks-byron-2-in-1-mask-plus-scrub,DR. ROEBUCKS,Byron 2-In-1 Mask + Scrub,RM118.00,"Skin Type: Dry, Normal, Oily, Sensitive","Dryness, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/the-inkey-list-retinol,THE INKEY LIST,Retinol,RM60.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Fine Lines & Wrinkles, Uneven Skin Tone",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-invisilk-mask-mono/v/green-tea,SEPHORA COLLECTION,Invisilk Mask Mono,RM11.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Oiliness",4
masks-and-treatments,https://www.sephora.my/products/sephora-collection-eye-masks/v/caffeine,SEPHORA COLLECTION,Eye Masks,RM12.00,"Skin Type: Combination, Dry, Normal, Oily","Dark Circles, Dryness, Dullness, Puffiness",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-lip-scrubs/v/dragonfruit-3378872160946,SEPHORA COLLECTION,Lip Scrubs • 3.5g,RM27.00,,"Skin Concerns: Dryness, Dullness",4.5
masks-and-treatments,https://www.sephora.my/products/origins-go-go-ginzing-skincare-trio-to-cleanse-hydrate-and-brighten-limited-edition,ORIGINS,"Go Go Ginzing™ Skincare Trio To Cleanse, Hydrate & Brighten (Limited Edition)",RM130.00,"Skin Type: Combination, Dry, Normal, Oily","Dark Circles, Dryness, Dullness, Puffiness",0
masks-and-treatments,https://www.sephora.my/products/gallinee-face-mask-and-scrub/v/30ml,GALLINÉE,Face Mask & Scrub,RM45.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Tone",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-lip-balm/v/watermelon,SEPHORA COLLECTION,Lip Balm • 3.5g,RM24.00,,"Skin Concerns: Dryness, Uneven Skin Texture",4
masks-and-treatments,https://www.sephora.my/products/the-inkey-list-caffeine-under-eye-serum,THE INKEY LIST,Caffeine Under-Eye Serum,RM50.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dark Circles, Puffiness",4
masks-and-treatments,https://www.sephora.my/products/estee-lauder-advanced-night-repair-synchronized-multi-recovery-complex-serum/v/75ml,ESTÉE LAUDER,Advanced Night Repair Synchronized Multi-Recovery Complex Serum,RM575.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity, Uneven Skin Tone",4.5
masks-and-treatments,https://www.sephora.my/products/purposeful-skincare-by-allies-psa-the-most-hyaluronic-super-nutrient-hydration-serum,PURPOSEFUL SKINCARE BY ALLIES (PSA),The Most Hyaluronic Super Nutrient Hydration Serum • 30ml,RM163.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Pigmentation & Dark Spots, Uneven Skin Tone",4.5
masks-and-treatments,https://www.sephora.my/products/mario-badescu-cucumber-tonic-mask-59ml,MARIO BADESCU,Cucumber Tonic Mask  • 59ml,RM95.00,"Skin Type: Combination, Oily, Sensitive","Oiliness, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/estee-lauder-advanced-night-repair-eye-supercharged-complex-synchronized-recovery/v/5ml,ESTÉE LAUDER,Advanced Night Repair Eye Supercharged Complex Synchronized Recovery,RM85.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dark Circles, Dryness, Uneven Skin Texture",4
masks-and-treatments,https://www.sephora.my/products/sephora-collection-ultra-glow-serum,SEPHORA COLLECTION,Ultra Glow Serum • 30ml,RM87.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Uneven Skin Tone",4
masks-and-treatments,https://www.sephora.my/products/origins-flower-fusion-sheet-mask/v/orange-radiance-boosting,ORIGINS,Flower Fusion™ Sheet Mask • 1pc,RM14.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",4
masks-and-treatments,https://www.sephora.my/products/saturday-skin-bright-potion-probiotic-power-serum,SATURDAY SKIN,Bright Potion Probiotic Power Serum,RM174.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-lip-balms/v/acerola-cherry,SEPHORA COLLECTION,Lip Balms,RM27.00,,Skin Concerns: Dryness,4.5
masks-and-treatments,https://www.sephora.my/products/glow-recipe-glow-together-skincare-kit-limited-edition,GLOW RECIPE,Glow Together Skincare Kit (Limited Edition),RM150.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",5
masks-and-treatments,https://www.sephora.my/products/origins-mask-delights-skincare-set-limited-edition,ORIGINS,Mask Merry Skincare Set (Limited Edition),RM99.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Visible Pores",0
masks-and-treatments,https://www.sephora.my/products/sephora-collection-hair-sleeping-masks/v/aloe-vera-3378872142485,SEPHORA COLLECTION,Hair Sleeping Masks,RM21.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",4
masks-and-treatments,https://www.sephora.my/products/fresh-vitamin-nectar-glow-juice-antioxidant-face-serum/v/3-bottles-3-x-15ml,FRESH,Vitamin Nectar Glow Juice Antioxidant Face Serum,RM335.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Texture, Uneven Skin Tone",4.5
masks-and-treatments,https://www.sephora.my/products/dr-jart-vital-hydra-solution-biome-night-therapy-mask,DR. JART+,Vital Hydra Solution Biome Night Therapy Mask,RM165.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Uneven Skin Texture, Uneven Skin Tone",4
masks-and-treatments,https://www.sephora.my/products/sephora-collection-foot-masks/v/cactus,SEPHORA COLLECTION,Foot Masks,RM21.00,"Skin Type: Combination, Dry, Normal, Oily",Dryness,5
masks-and-treatments,https://www.sephora.my/products/mario-badescu-lip-balm,MARIO BADESCU,Lip Balm,RM40.00,,Skin Concerns: Dryness,4
masks-and-treatments,https://www.sephora.my/products/mario-badescu-drying-lotion,MARIO BADESCU,Drying Lotion  • 29ml,RM95.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Acne & Blemishes,4
masks-and-treatments,https://www.sephora.my/products/skin-inc-coenzyme-q10-serum,SKIN INC,Coenzyme Q10 Serum,RM185.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness",4
masks-and-treatments,https://www.sephora.my/products/origins-masking-must-haves-mask-skincare-duo-set-to-purify-and-hydrate-limited-edition,ORIGINS,Masking Must-Haves Mask Skincare Duo Set To Purify & Hydrate (Limited Edition),RM65.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",0
masks-and-treatments,https://www.sephora.my/products/sephora-collection-shea-lip-mask-99cfd14f-4cda-4689-9158-7bb7cf9cb068,SEPHORA COLLECTION,Shea Lip Mask,RM11.00,,Dryness,4
masks-and-treatments,https://www.sephora.my/products/tarte-maracuja-c-brighter-eye-treatment/v/default,SEPHORA EXCLUSIVE TARTE,Maracuja C-Brighter™ Eye Treatment,RM155.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dark Circles, Fine Lines & Wrinkles, Firmness & Elasticity, Puffiness",4
masks-and-treatments,https://www.sephora.my/products/the-inkey-list-alpha-hydroxy-acid-serum,THE INKEY LIST,Alpha Hydroxy Acid Serum,RM50.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dullness, Uneven Skin Tone, Visible Pores",4
masks-and-treatments,https://www.sephora.my/products/origins-dr-andrew-weil-for-origins-mega-mushroom-relief-and-resilience-soothing-treatment-lotion/v/default,ORIGINS,Dr. Andrew Weil for Origins™ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion,RM168.00,"Skin Type: Combination, Dry, Normal, Oily","Acne & Blemishes, Dullness, Uneven Skin Tone",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-wild-wishes-golden-lip-mask-limited-edition,SEPHORA COLLECTION,Wild Wishes Golden Lip Mask (Limited Edition),RM12.00,,Dryness,0
masks-and-treatments,https://www.sephora.my/products/sephora-collection-invisilk-face-mask/v/marine-algae,SEPHORA COLLECTION,Invisilk Face Mask,RM12.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",3.5
masks-and-treatments,https://www.sephora.my/products/kate-somerville-eradikate-mask-60ml,KATE SOMERVILLE,Eradikate Mask,RM250.00,"Skin Type: Combination, Normal, Oily","Acne & Blemishes, Visible Pores",4
masks-and-treatments,https://www.sephora.my/products/glow-recipe-glowing-skin-trio-skincare-kit-limited-edition,GLOW RECIPE,Glowing Skin Trio Skincare Kit (Limited Edition),RM185.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Fine Lines & Wrinkles, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-clarifying-serum,SEPHORA COLLECTION,Clarifying Serum • 30ml,RM87.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Oiliness, Uneven Skin Texture, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-clay-mask/v/grey-clay,SEPHORA COLLECTION,Clay Mask • 35ml,RM25.00,"Skin Type: Combination, Dry, Normal, Oily",Oiliness,4
masks-and-treatments,https://www.sephora.my/products/the-inkey-list-kaolin-clay-face-mask,THE INKEY LIST,Kaolin Clay Face Mask,RM35.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Uneven Skin Tone, Visible Pores",4
masks-and-treatments,https://www.sephora.my/products/origins-sensational-soothers-mega-mushroom-relief-and-resilience-skin-soothing-regimen-set-limited-edition,ORIGINS,Sensational Soothers Mega Mushroom Relief & Resilience Skin-Soothing Regimen Set (Limited Edition),RM350.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dryness",0
masks-and-treatments,https://www.sephora.my/products/glamglow-youthpotion-rejuvenating-peptide-serum,GLAMGLOW,Youthpotion Rejuvenating Peptide Serum • 30ml,RM280.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity",4.5
masks-and-treatments,https://www.sephora.my/products/kopari-coconut-lip-glossy/v/default,KOPARI,Coconut Lip Glossy • 10g,RM63.00,,"Dryness, Uneven Skin Texture",4.5
masks-and-treatments,https://www.sephora.my/products/tarte-maracuja-oil/v/1-7oz,SEPHORA EXCLUSIVE TARTE,Maracuja Oil,RM198.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness, Firmness & Elasticity, Oiliness, Uneven Skin Texture",4.5
masks-and-treatments,https://www.sephora.my/products/origins-spot-remover-acne-treatment-gel,ORIGINS,Spot Remover™ Acne Treatment Gel • 10ml,RM88.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Acne & Blemishes,4
masks-and-treatments,https://www.sephora.my/products/sand-and-sky-australian-pink-clay-porefining-face-mask,SAND & SKY,Australian Pink Clay - Porefining Face Mask • 60g,RM195.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dullness, Pigmentation & Dark Spots, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-hero-mask-the-freezing-mask,SEPHORA COLLECTION,Hero Mask - The Freezing Mask,RM22.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Texture",4.5
masks-and-treatments,https://www.sephora.my/products/origins-ginzing-refreshing-eye-cream-to-brighten-and-de-puff/v/ginzing-refreshing-eye-cream-to-brighten-and-de-puff,ORIGINS,GinZing™ Refreshing Eye Cream to Brighten and De-puff,RM125.00,"Skin Type: Combination, Dry, Normal, Oily","Dark Circles, Dullness, Puffiness",4
masks-and-treatments,https://www.sephora.my/products/origins-clear-improvement-r-active-charcoal-mask-to-clear-pores/v/75ml,ORIGINS,Clear Improvement® Active Charcoal Mask To Clear Pores,RM106.00,"Skin Type: Combination, Normal, Oily","Dullness, Oiliness, Uneven Skin Texture, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/fresh-black-tea-kombucha-facial-treatment-essence/v/default,FRESH,Black Tea Kombucha Facial Treatment Essence,RM306.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/drunk-elephant-c-firma-day-serum,SEPHORA EXCLUSIVE DRUNK ELEPHANT,C-Firma™ Day Serum,RM345.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dullness, Fine Lines & Wrinkles, Pigmentation & Dark Spots",3.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-overnight-glow-mask,SEPHORA COLLECTION,Overnight Glow Mask • 50ml,RM75.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-rubber-mask/v/goji,SEPHORA COLLECTION,Rubber Mask • 10g,RM25.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dullness,3
masks-and-treatments,https://www.sephora.my/products/dr-dennis-gross-alpha-beta-pore-perfectors-skincare-kit,DR. DENNIS GROSS,Alpha Beta Pore Perfectors Skincare Kit,RM420.00,"Skin Type: Combination, Dry, Normal, Oily","Dullness, Firmness & Elasticity, Visible Pores",0
masks-and-treatments,https://www.sephora.my/products/dr-jart-dermask-soothing-hydra-solution-facial-mask/v/5-sheets,DR. JART+,Dermask Soothing Hydra Solution Facial Mask,RM100.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Uneven Skin Texture",4
masks-and-treatments,https://www.sephora.my/products/drunk-elephant-b-hydra-intensive-hydration-serum,SEPHORA EXCLUSIVE DRUNK ELEPHANT,B-Hydra™ Intensive Hydration Serum,RM207.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Fine Lines & Wrinkles, Uneven Skin Texture",4.5
masks-and-treatments,https://www.sephora.my/products/cover-fx-super-power-antioxidant-booster-drops,SEPHORA EXCLUSIVE COVER FX,Super Power Antioxidant Booster Drops,RM200.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Texture, Uneven Skin Tone",4.5
masks-and-treatments,https://www.sephora.my/products/dr-jart-porecting-solution-bubbling-charcoal-sheet-mask/v/5-sheets,DR. JART+,Dermask Porecting Solution Facial Mask,RM100.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Visible Pores,4
masks-and-treatments,https://www.sephora.my/products/dr-dot-jart-plus-vital-hydra-solution-biome-essence/v/150ml,DR. JART+,Vital Hydra Solution Biome Essence,RM240.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Texture, Uneven Skin Tone",4.5
masks-and-treatments,https://www.sephora.my/products/caudalie-vinopure-blemish-control-infusion-serum,CAUDALIE,Vinopure Blemish Control Infusion Serum • 30ml,RM175.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Blackheads, Dryness, Dullness, Uneven Skin Tone",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-wild-wishes-golden-eye-masks-limited-edition,SEPHORA COLLECTION,Wild Wishes Golden Eye Masks (Limited Edition),RM19.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",0
masks-and-treatments,https://www.sephora.my/products/sephora-collection-pumpkin-face-mask,SEPHORA COLLECTION,Pumpkin Face Mask • 1 Piece,RM9.00,,,3
masks-and-treatments,https://www.sephora.my/products/sephora-collection-hand-masks/v/cucumber,SEPHORA COLLECTION,Hand Masks,RM21.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-brightening-eye-cream,SEPHORA COLLECTION,Brightening Eye Cream • 20ml,RM69.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dark Circles, Puffiness",4
masks-and-treatments,https://www.sephora.my/products/mario-badescu-herbal-hydrating-serum,MARIO BADESCU,Herbal Hydrating Serum,RM160.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,4.5
masks-and-treatments,https://www.sephora.my/products/kate-somerville-kx-concentrate-bio-mimicking-peptides-serum,KATE SOMERVILLE,Kx Concentrate Bio-Mimicking Peptides Serum,RM445.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Fine Lines & Wrinkles, Firmness & Elasticity",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-face-serum/v/lychee,SEPHORA COLLECTION,Face Serum • 30ml,RM55.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",4
masks-and-treatments,https://www.sephora.my/products/estee-lauder-micro-essence-skin-activating-treatment-lotion/v/200ml,ESTÉE LAUDER,Micro Essence Skin Activating Treatment Lotion,RM415.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dullness",4.5
masks-and-treatments,https://www.sephora.my/products/origins-detox-with-delight-cleansing-purifying-and-spot-fighting-skincare-trio-limited-edition,ORIGINS,"Detox With Delight Cleansing, Purifying & Spot-Fighting Skincare Trio (Limited Edition)",RM95.00,"Skin Type: Combination, Dry, Normal, Oily","Acne & Blemishes, Dullness, Oiliness",0
masks-and-treatments,https://www.sephora.my/products/sephora-collection-wild-wishes-tropical-skincare-set-limited-edition,SEPHORA COLLECTION,Wild Wishes Tropical Skincare Set (Limited Edition),RM95.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",0
masks-and-treatments,https://www.sephora.my/products/burts-bees-conditioning-lip-scrub,BURT'S BEES,Conditioning Lip Scrub • 7g,RM66.00,,Uneven Skin Texture,0
masks-and-treatments,https://www.sephora.my/products/this-works-morning-expert-vitamin-c-power-mask,THIS WORKS,Morning Expert Vitamin C Power Mask,RM220.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dullness, Pigmentation & Dark Spots, Uneven Skin Tone",4
masks-and-treatments,https://www.sephora.my/products/origins-original-skin-retexturizing-mask-with-rose-clay-100ml/v/75ml,ORIGINS,Original Skin™ Retexturizing Mask with Rose Clay,RM106.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dullness, Uneven Skin Texture, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/dr-dennis-gross-alpha-beta-r-universal-daily-peel/v/default,DR. DENNIS GROSS,Alpha Beta® Universal Daily Peel,RM380.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Uneven Skin Texture, Uneven Skin Tone, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/estee-lauder-perfectly-clean-multi-action-foam-cleanser-slash-purifying-mask/v/150ml,ESTÉE LAUDER,Perfectly Clean Multi-Action Foam Cleanser/Purifying Mask,RM160.00,"Skin Type: Combination, Dry, Normal, Oily",Dullness,4.5
masks-and-treatments,https://www.sephora.my/products/dr-jart-vital-hydra-solution-biome-eye-cream,DR. JART+,Vital Hydra Solution Biome Eye Cream • 20ml,RM210.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dark Circles, Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity, Uneven Skin Texture",3.5
masks-and-treatments,https://www.sephora.my/products/clinique-even-better-clinical-radical-dark-spot-corrector-plus-interrupter/v/30ml,CLINIQUE,Even Better Clinical Radical Dark Spot Corrector + Interrupter,RM272.00,"Skin Type: Combination, Dry, Normal, Oily",Pigmentation & Dark Spots,4
masks-and-treatments,https://www.sephora.my/products/dr-dennis-gross-alpha-beta-r-extra-strength-daily-peel/v/default,DR. DENNIS GROSS,Alpha Beta® Extra Strength Daily Peel,RM380.00,"Skin Type: Combination, Dry, Normal, Oily","Acne & Blemishes, Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Uneven Skin Texture, Uneven Skin Tone, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-hero-mask-the-bubble-mask,SEPHORA COLLECTION,Hero Mask - The Bubble Mask,RM22.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",4.5
masks-and-treatments,https://www.sephora.my/products/estee-lauder-advanced-night-repair-intense-reset-concentrate,ESTÉE LAUDER,Advanced Night Repair Intense Reset Concentrate,RM80.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Uneven Skin Texture, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/sephora-collection-cleanse-plus-glow-duo-set-limited-edition,SEPHORA COLLECTION,Cleanse + Glow Duo Set (Limited Edition),RM95.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",0
masks-and-treatments,https://www.sephora.my/products/for-beloved-one-flawless-brightening-ethyl-ascorbic-acid-essence,FOR BELOVED ONE,Flawless Brightening Ethyl Ascorbic Acid Essence,RM200.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dullness, Firmness & Elasticity, Pigmentation & Dark Spots, Uneven Skin Tone",3
masks-and-treatments,https://www.sephora.my/products/for-beloved-one-melasleep-brightening-lumis-key-essence,FOR BELOVED ONE,Melasleep Brightening Lumi's Key Essence,RM200.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dullness, Pigmentation & Dark Spots, Uneven Skin Texture, Uneven Skin Tone",3.5
masks-and-treatments,https://www.sephora.my/products/indie-lee-daily-vitamin-infusion/v/30ml,INDIE LEE,Daily Vitamin Infusion Face Oil,RM286.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dullness, Uneven Skin Tone",0
masks-and-treatments,https://www.sephora.my/products/pixi-overnight-glow-serum,PIXI,Overnight Glow Serum,RM120.00,"Skin Type: Combination, Dry, Normal, Oily","Dullness, Uneven Skin Tone",4
masks-and-treatments,https://www.sephora.my/products/estee-lauder-advanced-night-repair-synchronized-multi-recovery-skincare-complex-in-gold-bottle-limited-edition,ESTÉE LAUDER,Advanced Night Repair Synchronized Multi-Recovery Skincare Complex In Gold Bottle (Limited Edition) • 50ml,RM450.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",0
masks-and-treatments,https://www.sephora.my/products/fresh-sugar-lip-treatment-sunscreen-spf-15/v/icon,FRESH,Sugar Tinted Lip Treatment Sunscreen SPF 15 • 4.3g,RM103.00,,Dryness,4.5
masks-and-treatments,https://www.sephora.my/products/drunk-elephant-tlc-framboos-glycolic-night-serum/v/50ml,SEPHORA EXCLUSIVE DRUNK ELEPHANT,T.L.C. Framboos™ Glycolic Night Serum,RM578.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity, Oiliness, Uneven Skin Tone, Visible Pores",4.5
masks-and-treatments,https://www.sephora.my/products/drunk-elephant-c-tango-multivitamin-eye-cream,SEPHORA EXCLUSIVE DRUNK ELEPHANT,C-Tango™ Multivitamin Eye Cream,RM276.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dark Circles, Dullness, Firmness & Elasticity",4
masks-and-treatments,https://www.sephora.my/products/sunday-riley-ceo-glow-vitamin-c-plus-turmeric-face-oil/v/35ml,SUNDAY RILEY,C.E.O. Glow Vitamin C + Turmeric Face Oil,RM357.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness, Pigmentation & Dark Spots, Uneven Skin Texture, Uneven Skin Tone",4
