Category,URL,brand,name,price,skin_type,skin_concern,rating
cleanser-and-exfoliator,https://www.sephora.my/products/foreo-luna-mini-2/v/pearl-pink,FOREO,Luna Mini 2,RM636.00,"Skin Type: Combination, Dry, Normal, Oily",,4.5
cleanser-and-exfoliator,https://www.sephora.my/products/drunk-elephant-baby-bar-travel-duo-with-travel-case,SEPHORA EXCLUSIVE DRUNK ELEPHANT,Baby Bar Travel Duo with Travel Case • 30g,RM95.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Oiliness",3
cleanser-and-exfoliator,https://www.sephora.my/products/mario-badescu-orange-protective-cream,MARIO BADESCU,Orange Protective Cream,RM95.00,"Skin Type: Combination, Dry, Sensitive","Dryness, Dullness",3.5
cleanser-and-exfoliator,https://www.sephora.my/products/tatcha-the-rice-polish-gentle,TATCHA,The Rice Polish Gentle Foaming Enzyme Powder • 60g,RM250.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dullness, Fine Lines & Wrinkles, Pigmentation & Dark Spots, Uneven Skin Texture, Uneven Skin Tone, Visible Pores",4.5
cleanser-and-exfoliator,https://www.sephora.my/products/wei-five-sacred-grains-even-brighter-silky-cleansing-milk,WEI,Five Sacred Grains Even Brighter Silky Cleansing Milk,RM160.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Texture, Uneven Skin Tone",4
cleanser-and-exfoliator,https://www.sephora.my/products/dr-jart-cicapair-enzyme-cleansing-foam,DR.JART+,Cicapair Enzyme Cleansing Foam • 100ml,RM120.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Uneven Skin Texture",0
cleanser-and-exfoliator,https://www.sephora.my/products/sulwhasoo-gentle-cleansing-oil,SULWHASOO,Gentle Cleansing Oil • 200ml,RM160.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",0
cleanser-and-exfoliator,https://www.sephora.my/products/beautyblender-beautyblender-r-original-plus-mini-solid-cleanser-kit,BEAUTYBLENDER,Beautyblender® Original + Mini Solid Cleanser Kit,RM115.00,,,4.5
cleanser-and-exfoliator,https://www.sephora.my/products/fresh-seaberry-skin-nutrition-cleansing-oil,FRESH,Seaberry Skin Nutrition Cleansing Oil,RM197.00,"Skin Type: Combination, Dry, Normal",Dryness,4.5
cleanser-and-exfoliator,https://www.sephora.my/products/la-mer-the-replenishing-oil-exfoliator,LA MER,The Replenishing Oil Exfoliator • 100ml,RM445.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Fine Lines & Wrinkles, Oiliness, Uneven Skin Texture,",5
cleanser-and-exfoliator,https://www.sephora.my/products/clinique-all-in-one-cleansing-micellar-milk-plus-makeup-remover/v/i-slash-ii-combination-oily-to-oily,CLINIQUE,All-in-One Cleansing Micellar Milk + Makeup Remover • 200ml,RM130.00,"Skin Type: Combination, Oily",,0
cleanser-and-exfoliator,https://www.sephora.my/products/mario-badescu-botanical-exfoliating-scrub,MARIO BADESCU,Botanical Exfoliating Scrub  • 100ml,RM140.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dullness,4
cleanser-and-exfoliator,https://www.sephora.my/products/tatcha-the-rice-polish-deep,TATCHA,The Rice Polish Deep Foaming Enzyme Powder • 60g,RM250.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dullness, Fine Lines & Wrinkles, Pigmentation & Dark Spots, Uneven Skin Texture, Uneven Skin Tone, Visible Pores",4.5
cleanser-and-exfoliator,https://www.sephora.my/products/tata-harper-regenerating-cleanser/v/125ml,TATA HARPER,Regenerating Cleanser,RM352.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Uneven Skin Texture, Visible Pores",4.5
toner,https://www.sephora.my/products/mario-badescu-special-cucumber-lotion,MARIO BADESCU,Special Cucumber Lotion,RM85.00,"Skin Type: Combination, Oily","Acne & Blemishes, Oiliness",4
toner,https://www.sephora.my/products/pixi-glow-tonic/v/250-ml,PIXI,Glow Tonic,RM145.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Oiliness, Visible Pores",4
toner,https://www.sephora.my/products/origins-best-of-the-season-skincare-set-to-cleanse-prep-and-hydrate-limited-edition,ORIGINS,"Best Of The Season Skincare Set To Cleanse, Prep & Hydrate (Limited Edition)",RM65.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Oiliness",3.5
toner,https://www.sephora.my/products/fresh-rose-deep-hydration-facial-toner/v/default,FRESH,Rose Deep Hydration Facial Toner • 250ml,RM203.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,4
toner,https://www.sephora.my/products/mario-badescu-alpha-grapefruit-cleansing-lotion,MARIO BADESCU,Alpha Grapefruit Cleansing Lotion • 236ml,RM80.00,"Skin Type: Combination, Dry, Normal, Oily","Dullness, Fine Lines & Wrinkles",4.5
toner,https://www.sephora.my/products/sk-ii-facial-treatment-clear-lotion/v/160ml,SK-II,Facial Treatment Clear Lotion,RM207.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Uneven Skin Texture, Uneven Skin Tone",4.5
toner,https://www.sephora.my/products/origins-dr-andrew-weil-for-origins-mega-mushroom-relief-and-resilience-soothing-treatment-lotion/v/default,ORIGINS,Dr. Andrew Weil for Origins™ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion,RM168.00,"Skin Type: Combination, Dry, Normal, Oily","Acne & Blemishes, Dullness, Uneven Skin Tone",4.5
toner,https://www.sephora.my/products/caudalie-vinopure-clear-skin-purifying-toner,CAUDALIE,Vinopure Clear Skin Purifying Toner • 200ml,RM99.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Blackheads, Dryness, Dullness, Uneven Skin Tone",4
toner,https://www.sephora.my/products/origins-sensational-soothers-mega-mushroom-relief-and-resilience-skin-soothing-regimen-set-limited-edition,ORIGINS,Sensational Soothers Mega Mushroom Relief & Resilience Skin-Soothing Regimen Set (Limited Edition),RM350.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dryness",0
toner,https://www.sephora.my/products/sephora-collection-glow-peel-pads/v/20-pieces,SEPHORA COLLECTION ,Glow Peel Pads • 60 Pieces,RM27.00,"Skin Type: Combination, Dry, Normal, Oily",Dullness,4
toner,https://www.sephora.my/products/fresh-black-tea-kombucha-facial-treatment-essence/v/default,FRESH,Black Tea Kombucha Facial Treatment Essence,RM306.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity, Visible Pores",4.5
toner,https://www.sephora.my/products/dr-dot-jart-plus-v7-toner,DR.JART+,V7 Toner,RM190.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dullness, Firmness & Elasticity",3.5
toner,https://www.sephora.my/products/pixi-retinol-tonic,PIXI,Retinol Tonic,RM70.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dullness, Firmness & Elasticity, Uneven Skin Texture, Uneven Skin Tone",4
toner,https://www.sephora.my/products/pixi-collagen-tonic,PIXI,Collagen Tonic,RM75.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Fine Lines & Wrinkles, Firmness & Elasticity, Uneven Skin Texture",0
toner,https://www.sephora.my/products/clinique-clarifying-lotion-2-dry-combination-skin/v/200-ml,CLINIQUE,Clarifying Lotion 2 - Dry Combination Skin,RM100.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Fine Lines & Wrinkles, Oiliness",4.5
toner,https://www.sephora.my/products/clinique-clarifying-lotion-3-oily-combination-skin/v/200ml,CLINIQUE,Clarifying Lotion 3 - Combination Oily Skin,RM100.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Fine Lines & Wrinkles, Oiliness",4.5
toner,https://www.sephora.my/products/pixi-vitamin-c-tonic,PIXI,Vitamin-C Tonic,RM70.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Pigmentation & Dark Spots, Uneven Skin Tone",4
toner,https://www.sephora.my/products/la-mer-the-treatment-lotion/v/100ml,LA MER,The Treatment Lotion,RM435.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Uneven Skin Texture",0
toner,https://www.sephora.my/products/mario-badescu-witch-hazel-and-rosewater-toner,MARIO BADESCU,Witch Hazel & Rosewater Toner,RM70.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",4.5
toner,https://www.sephora.my/products/origins-dr-andrew-weil-for-origins-mega-mushroom-relief-and-resilience-soothing-treatment-lotion-in-bruno-grizzo-design-limited-edition/v/400ml,ORIGINS,Dr. Andrew Weil for Origins™ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion in Bruno Grizzo Design (Limited Edition),RM268.00,"Skin Type: Combination, Dry, Normal, Oily","Acne & Blemishes, Dryness",5
toner,https://www.sephora.my/products/caudalie-moisturizing-toning-lotion/v/200ml,CAUDALIE,Moisturizing Toning Lotion,RM99.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,4
toner,https://www.sephora.my/products/indie-lee-coq-10-toner/v/default,INDIE LEE,CoQ-10 Toner,RM143.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Firmness & Elasticity, Uneven Skin Texture, Uneven Skin Tone",4.5
toner,https://www.sephora.my/products/sephora-collection-gentle-ph-balancing-toner,SEPHORA COLLECTION,Gentle PH Balancing Toner • 200ml,RM75.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",4.5
toner,https://www.sephora.my/products/first-aid-beauty-facial-radiance-pads/v/60,FIRST AID BEAUTY,Facial Radiance Pads,RM155.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dullness, Uneven Skin Tone",4.5
toner,https://www.sephora.my/products/mario-badescu-glycolic-acid-toner-236ml,MARIO BADESCU,Glycolic Acid Toner  • 236ml,RM105.00,"Skin Type: Combination, Dry","Ageing, Dullness, Fine Lines & Wrinkles, Visible Pores",4
toner,https://www.sephora.my/products/lancome-tonique-confort,LANCOME,Tonique Confort,RM190.00,"Skin Type: Combination, Dry, Normal","Dryness, Dullness",4
toner,https://www.sephora.my/products/origins-dr-andrew-weil-for-origins-mega-essential-lotion-and-emulsion-duo-limited-edition,ORIGINS,Dr. Andrew Weil for Origins™ Mega Essential Lotion & Emulsion Duo (Limited Edition),RM180.00,"Skin Type: Combination, Dry, Normal, Oily",Dryness,4
toner,https://www.sephora.my/products/dior-diorsnow-essence-of-light-brightening-light-activating-micro-infused-lotion,DIOR,Diorsnow Essence of Light Brightening Light-Activating Micro-Infused Lotion • 175ml,RM240.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Pigmentation & Dark Spots, Uneven Skin Texture",4
toner,https://www.sephora.my/products/pixi-milky-tonic,PIXI,Milky Tonic,RM70.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Tone",4.5
toner,https://www.sephora.my/products/clinique-clarifying-lotion-1-very-dry-to-dry-skin,CLINIQUE,Clarifying Lotion 1 - Very Dry To Dry Skin,RM100.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Fine Lines & Wrinkles, Oiliness",4.5
toner,https://www.sephora.my/products/caolion-pore-deep-toner,CAOLION,Pore Deep Toner,RM123.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Visible Pores",3.5
toner,https://www.sephora.my/products/dr-dot-jart-plus-cicapair-toner,DR.JART+,Cicapair Toner,RM135.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Uneven Skin Texture",3.5
toner,https://www.sephora.my/products/dior-capture-totale-dreamskin-care-and-perfect-emulsion,DIOR,Capture Totale DreamSkin Care & Perfect Emulsion,RM386.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Pigmentation & Dark Spots, Uneven Skin Texture, Visible Pores",4.5
toner,https://www.sephora.my/products/pixi-rose-tonic,PIXI,Rose Tonic,RM70.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Uneven Skin Tone",4
toner,https://www.sephora.my/products/clinique-clarifying-lotion-1-dot-0,CLINIQUE,Clarifying Lotion 1.0 - Dry And Sensitive Skin,RM100.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Oiliness",4
toner,https://www.sephora.my/products/dior-hydra-life-deep-hydration-sorbet-water-essence,DIOR,Hydra Life Deep Hydration Sorbet Water Essence,RM278.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Firmness & Elasticity, Uneven Skin Tone",0
toner,https://www.sephora.my/products/herbivore-botanicals-rose-hibiscus-hydrating-face-mist/v/60ml,HERBIVORE BOTANICALS,Rose Hibiscus Hydrating Face Mist,RM73.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",4
toner,https://www.sephora.my/products/saturday-skin-pore-clarifying-toner,SATURDAY SKIN,Pore Clarifying Toner,RM130.00,"Skin Type: Combination, Dry, Normal, Oily","Uneven Skin Texture, Uneven Skin Tone",4.5
toner,https://www.sephora.my/products/estee-lauder-nutritious-micro-algae-pore-minimizing-shake-tonic,ESTÉE LAUDER,Nutritious Micro-Algae Pore Minimizing Shake Tonic,RM120.00,"Skin Type: Combination, Dry, Normal, Oily",Dullness,3.5
toner,https://www.sephora.my/products/tatcha-the-essence,TATCHA,The Essence • 150ml,RM410.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Fine Lines & Wrinkles, Uneven Skin Texture",4.5
toner,https://www.sephora.my/products/mario-badescu-aloe-vera-toner-236ml,MARIO BADESCU,Aloe Vera Toner • 236ml,RM100.00,"Skin Type: Dry, Sensitive",Dryness,4
toner,https://www.sephora.my/products/dior-capture-totale-cell-energy-high-performance-treatment-serum-lotion,DIOR,Capture Totale C.E.L.L. ENERGY High-Performance Treatment Serum Lotion,RM260.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dryness, Dullness",4
toner,https://www.sephora.my/products/mario-badescu-witch-hazel-and-lavender-toner,MARIO BADESCU,Witch Hazel and Lavender Toner,RM65.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",3.5
toner,https://www.sephora.my/products/lancome-tonique-douceur,LANCOME,Tonique Douceur,RM190.00,"Skin Type: Combination, Dry, Normal, Oily","Acne & Blemishes, Ageing, Dullness",4.5
toner,https://www.sephora.my/products/la-mer-the-moisturizing-soft-lotion,LA MER,The Moisturizing Soft Lotion • 50ml,RM1170.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",0
toner,https://www.sephora.my/products/purposeful-skincare-by-allies-psa-heroine-mandelic-and-licorice-superfood-glow-toner,PURPOSEFUL SKINCARE BY ALLIES (PSA),Heroine Mandelic & Licorice Superfood Glow Toner • 100ml,RM136.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dryness, Dullness, Visible Pores",4
toner,https://www.sephora.my/products/sulwhasoo-essential-balancing-water-ex-toner,SULWHASOO,Essential Balancing Water EX Toner,RM200.00,"Skin Type: Combination, Dry, Normal, Oily",Dryness,0
toner,https://www.sephora.my/products/sephora-collection-skin-n-seed-lotion/v/grape-seed,SEPHORA COLLECTION,Skin 'N Seed Lotion • 200ml,RM91.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Firmness & Elasticity,4
toner,https://www.sephora.my/products/herbivore-botanicals-jasmine-green-tea-balancing-toner,HERBIVORE BOTANICALS,Jasmine Green Tea Balancing Toner • 120ml,RM169.00,"Skin Type: Combination, Oily","Acne & Blemishes, Dryness, Oiliness",4
toner,https://www.sephora.my/products/mario-badescu-dew-it-for-the-glow-skincare-set,MARIO BADESCU,Dew It For the Glow Skincare Set,RM135.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",0
toner,https://www.sephora.my/products/erno-laszlo-hydraphel-skin-supplement,ERNO LASZLO,Hydraphel Skin Supplement • 200ml,RM440.00,"Skin Type: Dry, Normal, Sensitive","Ageing, Dryness, Dullness",4.5
toner,https://www.sephora.my/products/laneige-essential-balancing-skin-refiner-light,LANEIGE,Essential Balancing Skin Refiner Light • 200ml,RM120.00,"Skin Type: Combination, Oily","Dryness, Dullness, Oiliness",0
toner,https://www.sephora.my/products/laneige-fresh-calming-balancing-toner,LANEIGE,Fresh Calming Balancing Toner,RM120.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Skin Concerns: Dryness,4.5
toner,https://www.sephora.my/products/estee-lauder-perfectly-clean-triple-action-cleanser-slash-toner-slash-makeup-remover,ESTÉE LAUDER,Perfectly Clean Triple-Action Cleanser/Toner/Makeup Remover,RM45.00,"Skin Type: Combination, Dry, Normal, Oily",Dullness,4
toner,https://www.sephora.my/products/mario-badescu-cucumber-cleansing-lotion-236ml,MARIO BADESCU,Cucumber Cleansing Lotion  • 236ml,RM90.00,"Skin Type: Combination, Oily",Oiliness,4
toner,https://www.sephora.my/products/wander-beauty-mist-connection-essence-and-toner,SEPHORA EXCLUSIVE WANDER BEAUTY,Mist Connection Essence And Toner • 80ml,RM175.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Uneven Skin Texture, Uneven Skin Tone",0
toner,https://www.sephora.my/products/boscia-resurfacing-treatment-toner,BOSCIA,Resurfacing Treatment Toner,RM135.00,"Skin Type: Combination, Dry, Normal, Oily","Dullness, Visible Pores",4
toner,https://www.sephora.my/products/lab-series-max-ls-skin-recharging-water-lotion,LAB SERIES,Max LS Skin Recharging Water Lotion,RM210.00,"Skin Type: Combination, Dry, Normal, Oily",Ageing,0
toner,https://www.sephora.my/products/estee-lauder-nutritious-super-pomegranate-radiant-energy-lotion-light,ESTÉE LAUDER,Nutritious Super-Pomegranate Radiant Energy Lotion Light,RM250.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",4
toner,https://www.sephora.my/products/glamglow-supertoner-exfoliating-pore-clarifying-acid-solution,GLAMGLOW,SUPERTONER ™ Exfoliating Pore Clarifying Acid Solution • 200ml,RM200.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dullness, Oiliness, Visible Pores",4.5
toner,https://www.sephora.my/products/laneige-white-dew-skin-refiner,LANEIGE,White Dew Skin Refiner,RM125.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dullness,0
toner,https://www.sephora.my/products/lab-series-oil-control-clearing-solution,LAB SERIES,Oil Control Clearing Solution,RM105.00,"Skin Type: Combination, Dry, Normal, Oily",Oiliness,5
toner,https://www.sephora.my/products/dr-roebucks-lifesaver-skin-brightening-toner,DR. ROEBUCKS,Lifesaver Skin Brightening Toner,RM109.00,"Skin Type: Dry, Normal, Oily, Sensitive","Uneven Skin Tone, Visible Pores",4
toner,https://www.sephora.my/products/laneige-cream-skin-refiner,LANEIGE,Cream Skin Refiner • 150ml,RM125.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness, Pigmentation & Dark Spots, Uneven Skin Texture, Uneven Skin Tone",0
toner,https://www.sephora.my/products/gallinee-face-vinegar,GALLINÉE,Face Vinegar Toner,RM120.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Visible Pores",4
toner,https://www.sephora.my/products/bybi-beauty-mega-mist/v/50ml,BYBI BEAUTY,Mega Mist Facial Mist,RM147.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",4
toner,https://www.sephora.my/products/dior-hydra-life-balancing-hydration-2-in-1-sorbet-water,DIOR,Hydra Life Balancing Hydration 2 In 1 Sorbet Water,RM207.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Uneven Skin Tone",4.5
toner,https://www.sephora.my/products/caolion-peace-water-aqua-essence-mist,CAOLION,Peace Water Aqua Essence Mist,RM104.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,0
toner,https://www.sephora.my/products/wei-orchid-waterflow-balancing-lotion-toner,WEI,Orchid Waterflow Balancing Lotion Toner,RM245.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Uneven Skin Texture",0
toner,https://www.sephora.my/products/erno-laszlo-light-controlling-lotion,ERNO LASZLO,Light Controlling Lotion • 200ml,RM440.00,"Skin Type: Combination, Normal, Oily, Sensitive","Skin Concerns: Dryness, Dullness, Oiliness, Visible Pores",4.5
toner,https://www.sephora.my/products/laneige-essential-power-skin-refiner-moisture,LANEIGE,Essential Power Skin Refiner Moisture,RM120.00,"Skin Type: Dry, Normal","Dryness, Dullness, Firmness & Elasticity",0
toner,https://www.sephora.my/products/origins-make-a-difference-plus-plus-skin-rejuvenating-treatment-lotion,ORIGINS,Make A Difference™ Plus+ Rejuvenating Treatment Lotion,RM138.00,Skin Type: Dry,Dryness,4
toner,https://www.sephora.my/products/fresh-umbrian-clay-purifying-facial-toner,FRESH,Umbrian Clay Purifying Facial Toner,RM158.00,"Skin Type: Combination, Oily","Acne & Blemishes, Oiliness, Visible Pores",4
toner,https://www.sephora.my/products/sulwhasoo-bloomstay-vitalizing-water-lotion,SULWHASOO,Bloomstay Vitalizing Water Lotion,RM280.00,"Skin Type: Combination, Dry, Normal, Oily","Ageing, Dryness, Uneven Skin Texture",2.5
toner,https://www.sephora.my/products/kopari-coconut-rose-toner,KOPARI,Coconut Rose Toner • 150ml,RM120.00,"Skin Type: Combination, Dry, Normal, Oily","Acne & Blemishes, Dryness, Dullness, Uneven Skin Texture, Uneven Skin Tone, Visible Pores",4.5
toner,https://www.sephora.my/products/lab-series-rescue-water-lotion,LAB SERIES,Rescue Water Lotion,RM135.00,"Skin Type: Combination, Dry, Normal, Oily",Dryness,4.5
toner,https://www.sephora.my/products/la-mer-the-tonic/v/200ml,LA MER,The Tonic,RM385.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Uneven Skin Tone",5
toner,https://www.sephora.my/products/peter-thomas-roth-glycolic-acid-toner,PETER THOMAS ROTH,Glycolic Acid Toner,RM179.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Fine Lines & Wrinkles, Uneven Skin Texture, Visible Pores",4.5
toner,https://www.sephora.my/products/la-mer-the-moisturizing-matte-lotion,LA MER,The Moisturizing Matte Lotion • 50ml,RM1170.00,"Skin Type: Combination, Oily","Dryness, Dullness, Oiliness, Visible Pores",5
toner,https://www.sephora.my/products/the-inkey-list-glycolic-acid-toner,THE INKEY LIST,Glycolic Acid Toner,RM50.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Uneven Skin Tone, Visible Pores",4.5
toner,https://www.sephora.my/products/arcona-raspberry-clarifying-pads,ARCONA,Raspberry Clarifying Pads,RM136.00,"Skin Type: Normal, Oily","Oiliness, Visible Pores",3.5
toner,https://www.sephora.my/products/3ce-white-milquidro-peeling-toner,3CE,White Milquidro Peeling Toner,RM144.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Visible Pores",4
toner,https://www.sephora.my/products/arcona-triad-pads,ARCONA,Triad Pads,RM133.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,3.5
toner,https://www.sephora.my/products/sunday-riley-martian-mattifying-melting-water-gel-toner,SUNDAY RILEY,Martian Mattifying Melting Water-Gel Toner,RM109.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Oiliness, Uneven Skin Texture, Visible Pores",3.5
toner,https://www.sephora.my/products/sephora-collection-instant-refreshing-toner,SEPHORA COLLECTION,Instant Refreshing Toner,RM69.00,"Skin Type: Combination, Dry, Normal, Oily","Dullness, Oiliness",4.5
toner,https://www.sephora.my/products/laneige-power-essential-skin-refiner-light,LANEIGE,Power Essential Skin Refiner Light • 200ml,RM120.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Oiliness, Uneven Skin Texture, Visible Pores",4
toner,https://www.sephora.my/products/peter-thomas-roth-un-wrinkle-turbo-line-smoothing-toning-lotion-198ml,PETER THOMAS ROTH,Un-wrinkle Turbo Line Smoothing Toning Lotion • 200ml,RM175.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Ageing, Fine Lines & Wrinkles, Firmness & Elasticity, Uneven Skin Tone",4.5
toner,https://www.sephora.my/products/first-aid-beauty-ultra-repair-wild-oat-hydrating-toner,FIRST AID BEAUTY,Ultra Repair Wild Oat Hydrating Toner,RM108.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Uneven Skin Texture",4.5
toner,https://www.sephora.my/products/burts-bees-brightening-refining-tonic,BURT'S BEES,Brightening Refining Tonic • 177ml,RM88.00,"Skin Type: Combination, Dry, Normal, Oily","Dullness, Uneven Skin Tone",4
toner,https://www.sephora.my/products/for-beloved-one-advanced-hyaluronic-acid-ghk-cu-moisturizing-toner,FOR BELOVED ONE,Advanced Hyaluronic Acid GHK-Cu Moisturizing Toner,RM185.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Dryness, Dullness",3
toner,https://www.sephora.my/products/laneige-moisturise-power-essential-skin-refiner,LANEIGE,Moisturise Power Essential Skin Refiner,RM120.00,,,4.5
toner,https://www.sephora.my/products/laneige-time-freeze-skin-refiner,LANEIGE,Time Freeze Skin Refiner,RM180.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness, Fine Lines & Wrinkles, Firmness & Elasticity, Uneven Skin Texture, Uneven Skin Tone",0
toner,https://www.sephora.my/products/laneige-perfect-renew-skin-refiner,LANEIGE,Perfect Renew Skin Refiner • 120ml,RM145.00,"Skin Type: Combination, Dry, Normal, Oily",Dryness,4
toner,https://www.sephora.my/products/fresh-peony-brightening-moisturizing-facial-toner,FRESH,Peony Brightening Moisturizing Facial Toner,RM242.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness, Uneven Skin Tone",4
toner,https://www.sephora.my/products/guerlain-abeille-royale-fortifying-lotion,GUERLAIN,Abeille Royale Fortifying Lotion • 150ml,RM335.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Ageing, Dryness, Dullness, Uneven Skin Texture",0
toner,https://www.sephora.my/products/arcona-triad-pads-2-go,ARCONA,Triad Pads 2 Go,RM39.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",Dryness,4
toner,https://www.sephora.my/products/philosophy-purity-made-simple-hydra-essence-with-coconut-water,PHILOSOPHY,Purity Made Simple Hydra-Essence With Coconut Water,RM103.00,"Skin Type: Combination, Dry, Normal, Oily","Dryness, Dullness",4
toner,https://www.sephora.my/products/arcona-cranberry-toner,ARCONA,Cranberry Toner,RM150.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive",,4
toner,https://www.sephora.my/products/first-aid-beauty-skin-rescue-anti-breakout-pads-with-white-clay,FIRST AID BEAUTY,Skin Rescue Anti-Breakout Pads with White Clay • 60pcs,RM141.00,"Skin Type: Combination, Dry, Normal, Oily","Acne & Blemishes, Oiliness",4
toner,https://www.sephora.my/products/allies-of-skin-molecular-saviour-probiotics-repair-mist,ALLIES OF SKIN,Molecular Saviour™ Probiotics Repair Mist,RM271.00,"Skin Type: Combination, Dry, Normal, Oily","Acne & Blemishes, Dryness, Uneven Skin Texture, Visible Pores",4.5
moisturiser,https://www.sephora.my/products/tarte-marine-boosting-mist/v/30ml-travel-size,SEPHORA EXCLUSIVE TARTE,Rainforest of the Sea™ Marine Boosting Mist • 4-in-1 Setting Mist,RM47.00,"Skin Type: Combination, Dry, Normal, Oily, Sensitive","Acne & Blemishes, Dullness, Puffiness, Visible Pores",4
